code	purpose	old_code	collection_day	collection_month	collection_year	label	death_date	sex_code	refrigerator	tray	row	column	location_code	location	notes	genus	species	country	province	latitude	longitude	elevation	light_dark	histology_location	histology_stage_performed	histology_stage_next_up	rna_location	etoh_voucher	elytron	collection
CICIMAUCR0068	nan	nan	16.0	5.0	2015.0	CICIMAUCR0068 TP//SEX: M 16.V.2015	nan	M	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti 1500 msnm 16-18/V/2015 C. optima male	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0069	1 elitro E. Bermudez SEM 4-MAR-24.	nan	nan	nan	2015.0	CICIMAUCR0069 TP//SEX: F 2015	nan	F	1.0	1.0	3.0	3.0	TP	P. N. Tapantí	Costa Rica, Cartago. P.N. Tapanti ¿2015? C. boucardi female	Chrysina	boucardi	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0070	nan	ID005	nan	3.0	2016.0	CICIMAUCR0070 LA-SR//SEX: F III.2016	nan	F	1.0	1.0	3.0	3.0	LA-SR	Reserva natural y hotel Villa Blanca, Los Ángeles	Chrysina resplendens female? Costa Rica Alajuela San Ramón, Los Ángeles Norte. 1100 msnm III-2016 	Chrysina	resplendens	Costa Rica	Alajuela	10.20195775	-84.48268891	1100.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0071	nan	nan	nan	4.0	2016.0	CICIMAUCR0071 LA-SR//SEX: F IV.2016	nan	F	1.0	1.0	3.0	3.0	LA-SR	Reserva natural y hotel Villa Blanca, Los Ángeles	C. resplendens female Villa Blanca Abril 2016 Sin cabeza (ojos preparacion)	Chrysina	resplendens	Costa Rica 	Alajuela	10.20195775	-84.48268891	1100.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0072	nan	nan	nan	nan	2015.0	CICIMAUCR0072 TP//SEX: U 2015	nan	nan	1.0	1.0	4.0	2.0	TP	P. N. Tapantí	Sandía Tapantí	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0073	nan	nan	nan	nan	2015.0	CICIMAUCR0073 TP//SEX: U 2015	nan	nan	1.0	1.0	4.0	2.0	TP	P. N. Tapantí	Sandía Tapantí	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0074	nan	nan	nan	nan	2015.0	CICIMAUCR0074 TP//SEX: U 2015	nan	nan	1.0	1.0	4.0	2.0	TP	P. N. Tapantí	Sandía Tapantí	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0075	RNA-opsins	nan	22.0	10.0	2021.0	CICIMAUCR0075 //SEX: U 22.X.2021	nan	nan	1.0	1.0	4.0	2.0	nan	nan	C. optima j? oficina libby 2 elitros F. Vasquez 22/10/21	Chrysina	optima	Costa Rica 	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0076	nan	nan	nan	nan	nan	CICIMAUCR0076 //SEX: U 	nan	nan	1.0	1.0	4.0	2.0	nan	nan	C. optima ¿? Oficina Libby	Chrysina	optima	Costa Rica 	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0077	RNA-opsins	nan	22.0	10.0	2021.0	CICIMAUCR0077 //SEX: U 22.X.2021	nan	nan	1.0	1.0	4.0	2.0	nan	nan	C. optima ¿? sin 1 élitro  - 1 élitro F. vasquez 22/10/21	Chrysina	optima	Costa Rica 	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0078	Muestra  SEM (?) y confocal	10	30.0	7.0	2016.0	CICIMAUCR0078 //SEX: M 3.VII.2016	nan	M	1.0	1.0	4.0	2.0	nan	Volcán Cacao	Chrysina bruyeai male Costa Rica, Guanacaste, Volcán Cacao XXX msnm 30-VII-2016	Chrysina	bruyeai	Costa Rica	Guanacaste	10.93365983	-85.44831277	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0079	nan	9	30.0	7.0	2016.0	CICIMAUCR0079 //SEX: F 3.VII.2016	nan	F	1.0	1.0	4.0	2.0	nan	Volcán Cacao	Chrysina bruyeai female? Costa Rica, Guanacaste, Volcán Cacao XXX msnm 30-VII-2016	Chrysina	bruyeai	Costa Rica	Guanacaste	10.93365983	-85.44831277	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0080	nan	nan	nan	nan	2018.0	CICIMAUCR0080 TP//SEX: U 2018	nan	nan	1.0	1.0	4.0	2.0	TP	P. N. Tapantí	1 élitro F. Vasquez 22/10/21 C. optima Tapantí 2018	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0081	nan	nan	nan	nan	nan	CICIMAUCR0081 TP//SEX: U 	nan	nan	1.0	1.0	4.0	2.0	TP	P. N. Tapantí	Desconocido negro y blanco ¿Tapantí?	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0082	nan	nan	nan	5.0	2018.0	CICIMAUCR0082 TP//SEX: M V.2018	nan	M	1.0	1.0	4.0	2.0	TP	P. N. Tapantí	C. optima (r) male Col. Mayo 2018 Tapantí	Chrysina	optima	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0083	nan	nan	nan	4.0	2016.0	CICIMAUCR0083 LA-SR//SEX: U IV.2016	nan	nan	1.0	1.0	4.0	2.0	LA-SR	Villa Blanca	Chrysina? (verde) Villa Blanca Abril 2016, sin cabeza (ojos para prep)	Chrysina	nan	Costa Rica 	Alajuela	10.20195775	-84.48272109	1100.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0084	nan	nan	4.0	6.0	2017.0	CICIMAUCR0084 CP//SEX: U 4.VI.2017	14.VI.2017	nan	1.0	1.0	4.0	2.0	CP	Reserva El Copal, Pejibaye	Desconocido  (cobrizo) Col 4-VI-17 Reserva El Copal. Muerto 14-VI-17	nan	nan	Costa Rica 	Cartago	9.783938672	-83.75177596	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0085	nan	nan	nan	nan	nan	CICIMAUCR0085 //SEX: U 	nan	nan	1.0	1.0	4.0	2.0	nan	nan	Anómala. Sin información	nan	nan	Costa Rica 	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0086	nan	nan	nan	nan	nan	CICIMAUCR0086 TP//SEX: U 	nan	nan	1.0	1.0	4.0	2.0	TP	Parque Nacional Tapantí	Desconocido Tapantí	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0087	nan	nan	nan	nan	nan	CICIMAUCR0087 TP//SEX: U 	nan	nan	1.0	1.0	4.0	2.0	TP	Parque Nacional Tapantí	Desconocido Tapantí	nan	nan	Costa Rica 	Cartago	9.574242117	-83.75709361	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0088	nan	1	23.0	7.0	2016.0	CICIMAUCR0088 TP//SEX: M 23-25.VII.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina boucardi, male. Costa Rica, Cartago. P.N. Tapantí 1500 msnm 23-25-VII-2016	Chrysina	boucardi	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0089	RNA-opsins	2	23.0	7.0	2016.0	CICIMAUCR0089 TP//SEX: M 23-25.VII.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina boucardi male. Costa Rica, Cartago. P.N. Tapantí. 1500 msnm. 23-25-VII-2016	Chrysina	boucardi	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0090	nan	3	23.0	7.0	2016.0	CICIMAUCR0090 TP//SEX: M 23-25.VII.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina boucardi male. Costa Rica, Cartago. P.N. Tapantí. 1500 msnm. 23-25-VII-2016	Chrysina	boucardi	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0091	nan	4	23.0	7.0	2016.0	CICIMAUCR0091 TP//SEX: M 23-25.VII.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina boucardi male. Costa Rica, Cartago. P.N. Tapantí. 1500 msnm. 23-25-VII-2016	Chrysina	boucardi	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0092	RNA-opsins	5	23.0	7.0	2016.0	CICIMAUCR0092 TP//SEX: M 23-25.VII.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina boucardi male. Costa Rica, Cartago. P.N. Tapantí. 1500 msnm. 23-25-VII-2016	Chrysina	boucardi	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0093	nan	6	29.0	5.0	2016.0	CICIMAUCR0093 TP//SEX: U 29.V.2016	nan	nan	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina boucardi male. Costa Rica, Cartago. P.N. Tapantí. 1500 msnm. 29-V-2016	Chrysina	optima	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0094	RNA-opsins	7	29.0	5.0	2016.0	CICIMAUCR0094 TP//SEX: M 29.V.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina optima male. Costa Rica, Cartago. P. N. Tapantí. 1500 msnm. 29-V-2016	Chrysina	optima	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0095	Muestras: confocal, SEM y Perfilometría	12	29.0	5.0	2016.0	CICIMAUCR0095 TP//SEX: M 29.V.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina boucardi male. Costa Rica, Cartago. P.N. Tapantí. 1500 msnm. 29-V-2016	Chrysina	boucardi	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0096	nan	13	29.0	5.0	2016.0	CICIMAUCR0096 TP//SEX: M 29.V.2016	nan	M	1.0	1.0	4.0	3.0	TP	Parque Nacional Tapantí	Chrysina optima male. Costa Rica, Cartago. P.N. Tapantí. 1500 msnm. 29-V-2016	Chrysina	optima	Costa Rica	Cartago	9.703696064386325, -83.78203890545667	-83.78203891	1500.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0097	nan	nan	nan	nan	2022.0	CICIMAUCR0097 AM//SEX: U 2022	nan	nan	1.0	2.0	2.0	3.0	AM	Altamira, La Amistad, Costa Rica	AM11 KALI 22	Chrysina	kalinini	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0098	nan	3	nan	nan	2023.0	CICIMAUCR0098 MV//SEX: M 2023	nan	M	1.0	2.0	2.0	3.0	MV	Monteverde	MV	Chrysina	cupreomarginata	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0099	nan	nan	nan	nan	2023.0	CICIMAUCR0099 //SEX: U 2023	nan	nan	1.0	2.0	2.0	3.0	nan	nan	nan	nan	nan	Costa Rica	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0100	general	64	28.0	5.0	2023.0	CICIMAUCR0100 MV//SEX: M 28.v.2023	nan	M	1.0	2.0	2.0	3.0	MV	Reserva Bosque Nuboso Santa Elena	64 Cupreomarginata male	Chrysina	cupreomarginata	Costa Rica	Puntarenas	10.343871	-84.796085	1664.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0101	etoh	45	nan	nan	2023.0	CICIMAUCR0101 MV//SEX: F 2023	nan	F	1.0	2.0	2.0	3.0	MV	nr. Estacion Biologica Monteverde	#45 Kenji female resplendens, from Kenji Nishida	Chrysina	resplendens	Costa Rica	Puntarenas	10.316699	-84.809033	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0102	general	10	nan	nan	2023.0	CICIMAUCR0102 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	1.0	MV	Monteverde	MV 2023 8-VI-23	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0103	general	4	nan	nan	2023.0	CICIMAUCR0103 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	1.0	MV	Monteverde	MV 2023 5-VI-23	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0104	general. Elitro en prestamo a E. Bermudez FEB-2024.	19	nan	nan	2023.0	CICIMAUCR0104 MV//SEX: M 2023	nan	M	1.0	2.0	2.0	3.0	MV	Monteverde	MV.V.23 02 02-VI-2023 125. C. resplendens.	Chrysina	resplendens	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0105	Elitro en prestamo a E. Bermudez 02-2024	nan	nan	nan	2022.0	CICIMAUCR0105 AM//SEX: U 2022	nan	nan	1.0	2.0	2.0	3.0	AM	Altamira, La Amistad, Costa Rica	C. kalinini La Amistad AM V.2022	Chrysina	kalinini	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0106	general	11	nan	nan	2023.0	CICIMAUCR0106 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	2.0	MV	Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0107	general	12	nan	nan	2023.0	CICIMAUCR0107 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	2.0	MV	Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0108	general	9	nan	nan	2023.0	CICIMAUCR0108 MV//SEX: M 2023	nan	M	1.0	2.0	2.0	3.0	MV	Monteverde	MV GROUP	Chrysina	resplendens	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0109	etoh	46	nan	nan	2023.0	CICIMAUCR0109 MV//SEX: F 2023	nan	F	1.0	2.0	2.0	3.0	MV	nr. Estacion Biologica Monteverde	#46 C. resplendens female kenji, from Kenji Nishida	Chrysina	resplendens	Costa Rica	Puntarenas	10.316699	-84.809033	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0110	general	13	nan	nan	2023.0	CICIMAUCR0110 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	2.0	MV	Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0111	general	14	nan	nan	2023.0	CICIMAUCR0111 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	2.0	MV	Monteverde	#14 MV.V.23 02-VI-23	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0112	etoh	44	nan	nan	2023.0	CICIMAUCR0112 MV//SEX: F 2023	nan	F	1.0	2.0	2.0	3.0	MV	nr. Estacion Biologica Monteverde	#44 female kenji C resplendens, from Kenji Nishida	Chrysina	resplendens	Costa Rica	Puntarenas	10.316699	-84.809033	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
kali	nan	KAL-3	nan	nan	2023.0	CICIMAUCR0113 //SEX: U 2023	nan	nan	1.0	2.0	2.0	3.0	nan	nan	EtOH, tapa dice M	Chrysina	kalinini	Costa Rica	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0114	general	16	nan	nan	2023.0	CICIMAUCR0114 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	2.0	MV	Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0115	general	17	nan	nan	2023.0	CICIMAUCR0115 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	2.0	MV	Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0116	nan	KALI-5	3.0	5.0	2022.0	CICIMAUCR0116 AM//SEX: M 44684	nan	M	1.0	2.0	2.0	3.0	AM	Altamira, La Amistad, Costa Rica	nan	Chrysina	kalinini	Costa Rica	Puntarenas	9.029859203	-83.00967801	1369.0	Light	Both eyes, B7	through 1X PBS wash series	Osmication	nan	95%	nan	CICIMAUCR
CICIMAUCR0117	general	18	nan	nan	2023.0	CICIMAUCR0117 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	3.0	MV	Monteverde	10/6/23 MV	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34367225	-84.79611834	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0118	general	29	nan	nan	2023.0	CICIMAUCR0118 MV//SEX: M 2023	nan	M	1.0	2.0	4.0	3.0	MV	nr. Estacion Biologica Monteverde	K29 SEM Esteban, MV23-29 Chysargyrea, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0119	general	22	nan	nan	2023.0	CICIMAUCR0119 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	3.0	MV	lower light, Estacion Biologica Monteverde	MV 2023 5-VI-2023 MALE	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0120	general	32	nan	nan	2023.0	CICIMAUCR0120 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	3.0	MV	nr. Estacion Biologica Monteverde	MV 2023 05-VI-23 MALE K23, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0121	general	23	nan	nan	2023.0	CICIMAUCR0121 MV//SEX: F 2023	nan	F	1.0	3.0	2.0	3.0	MV	nr. Estacion Biologica Monteverde	MV 2023 8-VI-2023 FEMALE, lower light, Estacion Biologica Monteverde	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0122	general	24	nan	nan	2023.0	CICIMAUCR0122 MV//SEX: F 2023	nan	F	1.0	3.0	2.0	3.0	MV	lower light, Estacion Biologica Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0123	general	25	nan	nan	2023.0	CICIMAUCR0123 MV//SEX: F 2023	nan	F	1.0	3.0	2.0	3.0	MV	lower light, Estacion Biologica Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0124	general	26	nan	nan	2023.0	CICIMAUCR0124 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	3.0	MV	lower light, Estacion Biologica Monteverde	MV 2023  8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0125	general	27	nan	nan	2023.0	CICIMAUCR0125 MV//SEX: F 2023	nan	F	1.0	3.0	2.0	3.0	MV	lower light, Estacion Biologica Monteverde	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0126	general	28	nan	nan	2023.0	CICIMAUCR0126 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	3.0	MV	upper light, Estacion Biologica Monteverde	MV 2023 5-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.319752	-84.806625	1558.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0127	general	41	nan	nan	2023.0	CICIMAUCR0127 MV//SEX: M 2023	nan	M	1.0	3.0	2.0	3.0	MV	nr. Estacion Biologica Monteverde	41 K MALE, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0128	general	30	nan	nan	2023.0	CICIMAUCR0128 MV//SEX: F 2023	nan	F	1.0	3.0	3.0	1.0	MV	lower light, Estacion Biologica Monteverde	#20 kenji C. Chrysargyrea female. chrysargyrea GOLD	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.316699	-84.809033	1497.0	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0129	etoh	34	nan	nan	2023.0	CICIMAUCR0129 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	1.0	MV	nr. Estacion Biologica Monteverde	#34 male kenji C. Chrysargyrea, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0130	etoh	35	nan	nan	2023.0	CICIMAUCR0130 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	1.0	MV	nr. Estacion Biologica Monteverde	#35 kenji male C. Chrysargyrea, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0131	general	33	nan	nan	2023.0	CICIMAUCR0131 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	1.0	MV	nr. Estacion Biologica Monteverde	33 K male, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0132	general	37	nan	nan	2023.0	CICIMAUCR0132 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	1.0	MV	nr. Estacion Biologica Monteverde	37 K , from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0133	general	38	nan	nan	2023.0	CICIMAUCR0133 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	1.0	MV	nr. Estacion Biologica Monteverde	38 K male, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0134	general	31	nan	nan	2023.0	CICIMAUCR0134 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	1.0	MV	nr. Estacion Biologica Monteverde	MV 2023 5.VI.2023, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0135	Esteban -SEM (pruebas microtomo)	39	nan	nan	2023.0	CICIMAUCR0135 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	1.0	MV	nr. Estacion Biologica Monteverde	k39 M 31/V, elitro derecho a Paula 6/11/23, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0136	etoh	40	nan	nan	2023.0	CICIMAUCR0136 MV//SEX: F 2023	nan	F	1.0	3.0	3.0	2.0	MV	nr. Estacion Biologica Monteverde	#40 female Kenji C. Chrysargyrea, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0137	general	42	nan	nan	2023.0	CICIMAUCR0137 MV//SEX: F 2023	nan	F	1.0	3.0	3.0	2.0	MV	nr. Estacion Biologica Monteverde	42 K female, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0138	general	43	nan	nan	2023.0	CICIMAUCR0138 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	2.0	MV	nr. Estacion Biologica Monteverde	#43 MV 23, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0139	etoh	48	nan	nan	2023.0	CICIMAUCR0139 MV//SEX: M 2023	nan	M	1.0	3.0	3.0	2.0	MV	nr. Estacion Biologica Monteverde	#48 Male Kenji, from Kenji Nishida	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.31900716	-84.80855297	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0140	general	49	28.0	5.0	2023.0	CICIMAUCR0140 MV//SEX: M 28.v.2023	nan	M	1.0	3.0	3.0	2.0	MV	nr. Reserva Bosque Nuboso Santa Elena	MV 2023 8-VI-2023	Chrysina	chrysargyrea	Costa Rica	Puntarenas	10.34361583	-84.79609395	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
CICIMAUCR0141	nan	nan	nan	nan	2022.0	CICIMAUCR0141 AM//SEX: F 2022	nan	F	1.0	3.0	3.0	2.0	AM	P. I. La Amistad, Altamira	2 x C. Kalinini Dry male female La amistad V. 2022	Chrysina	kalinini	Costa Rica	Puntarenas	9.030185803	-83.00826173	nan	nan	nan	nan	nan	nan	nan	nan	CICIMAUCR
